"","Name","TotalM","TotalF","Dif"
"663","Vester",2564,661,0.590077519379845
"664","Zyon",1946,500,0.591169255928046
"665","Nicky",7322,1875,0.592258345112537
"666","Charley",22995,5863,0.593665534687088
"667","Kamil",1585,404,0.59376571141277
"668","Jeriah",932,236,0.595890410958904
"669","Braxtyn",814,206,0.596078431372549
"670","Chesley",2247,568,0.596447602131439
"671","Romie",1683,424,0.597532036070242
"672","Quinlan",2122,532,0.599095704596835
"673","Danyel",625,2495,0.599358974358974
"674","Calin",892,223,0.6
"675","Naseem",949,237,0.600337268128162
"676","Maison",2173,542,0.60073664825046
"677","Sol",7025,1743,0.602417883211679
"678","Mykel",2674,663,0.60263709919089
"679","Amarie",384,1549,0.602690118986032
"680","Issa",1340,332,0.602870813397129
"681","Briley",1178,4761,0.603300218892069
"682","Bayley",435,1761,0.603825136612022
"683","Johnie",20839,5131,0.604851752021563
"684","Asante",886,218,0.605072463768116
"685","Harlie",778,3164,0.605276509386098
"686","Kirby",14018,3438,0.606095325389551
"687","Young",2182,533,0.607366482504604
"688","Torrey",4852,1183,0.607953603976802
"689","Tracy",60985,250497,0.608420390263322
"690","Amor",219,907,0.61101243339254
"691","Mickey",26564,6395,0.611942109894111
"692","Dakoda",2611,628,0.612225995677678
"693","Trysten",1188,285,0.613034623217923
"694","Remington",8460,2029,0.613118505100582
"695","Dorian",18330,4373,0.614764568559221
"696","Damani",1884,449,0.615087869695671
"697","Jailen",1156,275,0.615653389238295
"698","Chandler",30979,7330,0.617322300242763
"699","Algie",1529,361,0.617989417989418
"700","Hayden",88721,20897,0.618730500465252
"701","Dannie",8870,2087,0.619056311034042
"702","Presley",3653,15576,0.620053044880129
"703","My",239,1021,0.620634920634921
"704","Camrin",920,215,0.621145374449339
"705","Beryl",2340,10033,0.62175705164471
"706","Zion",20863,4865,0.621812810945274
"707","Dione",542,2326,0.622036262203626
"708","Emmerson",325,1400,0.623188405797102
"709","Nakia",1982,8541,0.623301339922075
"710","Toby",32215,7439,0.624804559439149
"711","Shaine",962,222,0.625
"712","Jaydan",2397,552,0.625635808748728
"713","Khristian",1989,458,0.625664078463425
"714","Micky",2442,562,0.625832223701731
"715","Ramsey",5251,1207,0.626200061938681
"716","Terry",421383,96858,0.626204796610071
"717","Bailey",20347,88805,0.627180445617121
"718","Carlisle",1445,331,0.627252252252252
"719","Vannie",190,830,0.627450980392157
"720","Regan",3368,14737,0.627948080640707
"721","Dorris",1675,7359,0.629178658401594
"722","Greer",474,2084,0.629397967161845
"723","Wren",572,2516,0.629533678756477
"724","Oda",301,1325,0.629766297662977
"725","Corby",1339,303,0.630937880633374
"726","Kalan",1050,237,0.631701631701632
"727","Indigo",350,1551,0.631772751183588
"728","Marvel",1110,4922,0.631962864721485
"729","Karrington",249,1105,0.632200886262925
"730","Vinnie",693,3076,0.632263199787742
"731","Nevada",636,2825,0.632476162958682
"732","Davie",3173,714,0.632621559042964
"733","Damari",2633,591,0.633374689826303
"734","Khari",2164,484,0.634441087613293
"735","Korie",416,1865,0.635247698377905
"736","Lennox",2590,576,0.636133922931143
"737","Aidyn",2968,660,0.636163175303197
"738","Carry",301,1357,0.636911942098914
"739","Tayler",2375,10725,0.637404580152672
"740","Lindy",1777,8026,0.637457921044578
"741","Refugio",3899,863,0.637547249055019
"742","Loyce",775,3502,0.637596446107084
"743","Chan",960,212,0.638225255972696
"744","Ashtyn",1080,4901,0.638856378532018
"745","Carlon",850,187,0.639344262295082
"746","Otha",6379,1403,0.639424312516063
"747","Cam",1593,350,0.63973237261966
"748","Salome",672,3059,0.639774859287054
"749","Cary",24163,5305,0.639948418623592
"750","Tristen",18496,4051,0.640661728833104
"751","Sherley",264,1207,0.641060503059143
"752","Brogan",3269,714,0.641476274165202
"753","Christon",1058,231,0.641582622187743
"754","Loran",3678,803,0.641597857621067
"755","Eris",353,1617,0.641624365482234
"756","Laken",954,4373,0.641824666791815
"757","Rory",23292,5075,0.642189868509183
"758","Lyn",1561,7175,0.642628205128205
"759","Kennie",1303,283,0.64312736443884
"760","Kallen",1239,269,0.643236074270557
"761","Ragan",376,1736,0.643939393939394
"762","Dennie",3728,807,0.644101433296582
"763","Amani",1894,8753,0.644219028834413
"764","Raine",385,1780,0.644341801385681
"765","Bethel",989,4578,0.644691934614694
"766","Sacha",402,1862,0.644876325088339
"767","Jacy",679,3146,0.644967320261438
"768","Lorry",221,1024,0.644979919678715
"769","Aren",1536,331,0.64542046063203
"770","Markie",310,1439,0.645511720983419
"771","Sinclair",1333,287,0.645679012345679
"772","Korbyn",1677,361,0.645731108930324
"773","Zakaria",1631,351,0.645812310797174
"774","Charon",215,1001,0.646381578947368
"775","Ronell",1522,326,0.647186147186147
"776","Memphis",3835,821,0.64733676975945
"777","Burnell",2770,593,0.647338685697294
"778","Jessi",1265,5911,0.647435897435897
"779","Emory",15864,3394,0.647523107280091
"780","Adison",618,2892,0.647863247863248
"781","Nour",380,1779,0.647985178323298
"782","Loy",4089,872,0.648457972183028
"783","Bryar",1096,233,0.649360421369451
"784","Nikita",2170,10210,0.649434571890145
"785","Devynn",184,867,0.649857278782112
"786","Clovis",2959,627,0.650306748466258
"787","Jia",214,1011,0.650612244897959
"788","Torrie",586,2774,0.651190476190476
"789","Courtenay",250,1188,0.652294853963839
"790","Payten",570,2729,0.654440739618066
"791","Rylen",1705,356,0.654536632702572
"792","Haydn",1562,326,0.654661016949152
"793","Bobbie",18359,88005,0.654789214395848
"794","Lyric",2482,11898,0.654798331015299
"795","Nery",1281,267,0.655038759689923
"796","Neely",389,1869,0.655447298494243
"797","Cruz",19131,3970,0.656291935414051
"798","La",299,1441,0.65632183908046
"799","Mayo",1235,256,0.656606304493628
"800","Vernal",1787,370,0.656930922577654
"801","Lorain",213,1029,0.657004830917874
"802","Robbin",1773,8566,0.657026791759358
"803","Curley",2590,534,0.658130601792574
"804","Jimmie",111646,22945,0.659041094872614
"805","Gianni",8071,1658,0.659163326138349
"806","Taylin",350,1705,0.659367396593674
"807","Demetric",2003,411,0.659486329743165
"808","Robbi",312,1524,0.660130718954248
"809","Neftali",1862,380,0.661016949152542
"810","Breck",1870,380,0.662222222222222
"811","Colbie",304,1498,0.662597114317425
"812","Daniele",716,3541,0.663612872915198
"813","Reece",16013,3227,0.664553014553015
"814","Levern",1900,382,0.665205959684487
"815","Honor",398,1980,0.665264928511354
"816","Nickey",1656,332,0.665995975855131
"817","Chevy",2301,460,0.666787395871061
"818","Foy",2112,421,0.66758784050533
"819","Kenley",937,4710,0.668142376483088
"820","Jonte",1137,226,0.668378576669112
"821","Morgan",40825,205495,0.668520623579084
"822","Iman",801,4042,0.669213297542845
"823","Tashawn",1381,273,0.669891172914147
"824","Sincere",4983,985,0.669906166219839
"825","Andi",669,3388,0.670199654917427
"826","Jona",319,1618,0.670624677336087
"827","Mychael",1210,237,0.672425708362129
"828","Teryn",241,1234,0.673220338983051
"829","Rama",193,989,0.673434856175973
"830","Kylen",2194,428,0.673531655225019
"831","Jaden",67168,13093,0.673739425125528
"832","Rion",1096,213,0.674560733384263
"833","Kim",34841,179317,0.674623408885029
"834","Kayden",33773,6552,0.675040297582145
"835","Darien",9331,1809,0.675224416517056
"836","Kacey",1914,9910,0.676251691474966
"837","Bryn",1167,6044,0.676327832478158
"838","Kacy",918,4778,0.677668539325843
"839","Verlon",1697,326,0.677706376668314
"840","Evon",708,3686,0.677742375967228
"841","Ari",11146,2134,0.678614457831325
"842","Lovell",3214,615,0.678767302167668
"843","Dandrea",174,910,0.678966789667897
"844","Kerin",252,1318,0.678980891719745
"845","Martie",220,1151,0.679066374908826
"846","Jaeden",4465,852,0.679518525484296
"847","Lakin",313,1642,0.679795396419437
"848","Avion",1449,275,0.680974477958237
"849","Jessee",1593,302,0.681266490765172
"850","Estel",2372,449,0.681673165544133
"851","Carmel",1331,7033,0.681731229076997
"852","Dallas",56417,10611,0.683386047621889
"853","Shamir",1133,213,0.683506686478455
"854","Che",1932,363,0.683660130718954
"855","Chayce",1338,251,0.684078036500944
"856","Concepcion",968,5162,0.684176182707994
"857","Omega",389,2079,0.684764991896272
"858","Mendy",404,2160,0.684867394695788
"859","Arley",2894,541,0.685007278020378
"860","Keagan",6820,1274,0.685198912774895
"861","Thao",192,1030,0.685761047463175
"862","Mika",915,4911,0.685890834191555
"863","Khai",1059,197,0.686305732484076
"864","Bennie",52136,9695,0.686403260500396
"865","Tatum",3169,17047,0.686485951721409
"866","Kai",27105,5034,0.686735741622328
"867","Jessiah",975,181,0.686851211072664
"868","Lake",2098,389,0.687173301166063
"869","Yancy",2391,440,0.689155775344401
"870","Levie",887,163,0.689523809523809
"871","Madden",3695,679,0.689529035208048
"872","Jaylan",4048,743,0.689835107493217
"873","Alexis",60143,328320,0.690354036291745
"874","Artis",5171,946,0.690698054601929
"875","Arrie",312,1706,0.690782953419227
"876","Adrien",7315,1337,0.690938511326861
"877","Kobie",1304,238,0.691309987029831
"878","Atlee",1014,185,0.691409507923269
"879","Mikal",3040,554,0.691708402893712
"880","Arlin",3689,672,0.691813804173355
"881","Doyce",946,172,0.692307692307692
"882","Marlen",897,4934,0.692334076487738
"883","Cortney",3061,16850,0.692531766360303
"884","Raleigh",8430,1530,0.692771084337349
"885","Burnett",1561,283,0.693058568329718
"886","Alexie",261,1440,0.693121693121693
"887","Marin",841,4642,0.693233631223783
"888","Ventura",1242,225,0.693251533742331
"889","Oral",2801,506,0.693982461445419
"890","Zuriel",1219,219,0.695410292072323
"891","Sailor",229,1282,0.696889477167439
"892","Jaelen",1189,210,0.699785561115082
"893","Adryan",890,157,0.700095510983763
"894","Jacky",6358,1120,0.700454667023268
"895","Christen",1991,11322,0.70089386314129
"896","Woodie",1924,338,0.701149425287356
"897","Shannon",51688,294251,0.701172750109123
"898","Cameren",1205,211,0.701977401129944
"899","Hildred",420,2404,0.702549575070821
"900","Torian",1260,220,0.702702702702703
"901","Johann",3724,650,0.702789208962048
"902","Mickie",605,3469,0.702994599901816
"903","Ysabel",225,1293,0.703557312252964
"904","Farris",2857,497,0.703637447823494
"905","Deandra",838,4821,0.703834599752607
"906","Sherron",511,2946,0.704367949088805
"907","Tailor",156,900,0.704545454545455
"908","Kelly",81215,469226,0.704909336332141
"909","Murrell",1098,190,0.704968944099379
"910","Gabrial",1527,264,0.705192629815745
"911","Santos",15976,2757,0.705653125500454
"912","Kaysen",1342,231,0.706293706293706
"913","Gaylen",2023,348,0.706452973428933
"914","Najee",2429,417,0.70695713281799
"915","Delma",1447,8435,0.707144302772718
"916","Evin",2715,465,0.707547169811321
"917","Adell",1049,6130,0.707758740771695
"918","Trystan",3656,619,0.710409356725146
"919","Kingsley",2831,479,0.710574018126888
"920","Makiah",310,1833,0.710685954269715
"921","Bernie",9083,1534,0.711029481021004
"922","Terrill",4250,714,0.712328767123288
"923","Parrish",2541,426,0.712841253791709
"924","Cyan",152,909,0.713477851083883
"925","Kayle",626,3748,0.713763145861911
"926","Carroll",35364,5904,0.713870311136958
"927","Dariel",2620,437,0.714098789663068
"928","Willia",553,3316,0.714138020160248
"929","Thai",1104,184,0.714285714285714
"930","Torry",1416,236,0.714285714285714
"931","Felice",693,4167,0.714814814814815
"932","Marley",3111,18730,0.715122933931597
"933","Lanell",349,2111,0.716260162601626
"934","Sawyer",27743,4564,0.717460612251215
"935","Rayne",739,4501,0.71793893129771
"936","Rayan",3632,596,0.718070009460738
"937","Sora",148,907,0.719431279620853
"938","Lark",214,1314,0.719895287958115
"939","Jailyn",630,3870,0.72
"940","Jory",2933,475,0.721244131455399
"941","Kamryn",2802,17308,0.721332670313277
"942","Afton",717,4436,0.721715505530759
"943","Lucca",2096,338,0.722267871815941
"944","Ardis",1025,6363,0.722523010286952
"945","Laurice",280,1739,0.722634967805845
"946","Del",4181,672,0.723057902328457
"947","Chris",142529,22886,0.723289907203095
"948","Latrell",3370,541,0.723344413193557
"949","Autry",1117,179,0.723765432098765
"950","Karsyn",674,4208,0.723883654240066
"951","Shamel",968,155,0.723953695458593
"952","Mozell",485,3048,0.725445796773281
"953","Karson",9227,1468,0.725479195885928
"954","Laiken",177,1114,0.72579395817196
"955","Jamiah",302,1905,0.726325328500226
"956","Jewell",4614,29165,0.726812516652358
"957","Sherrell",439,2775,0.726820161792159
"958","Eron",1218,192,0.727659574468085
"959","Eden",4093,26031,0.72825653963617
"960","Christien",867,136,0.728813559322034
"961","Kyree",3750,588,0.728907330567082
"962","Tamar",835,5339,0.729510851959831
"963","Linh",213,1369,0.730720606826802
"964","Mckay",1851,287,0.731524789522919
"965","Onie",276,1786,0.732298739088264
"966","Tiernan",1136,175,0.73302822273074
"967","Merrill",12893,1985,0.733163059551015
"968","Roni",689,4481,0.733462282398453
"969","Corrie",1245,8132,0.73445664924816
"970","Christain",1995,305,0.734782608695652
"971","Kaylen",904,5922,0.735130383826545
"972","Robin",44026,288636,0.735310916185197
"973","Henri",4011,611,0.735612289052358
"974","Destine",180,1184,0.736070381231672
"975","Glennie",293,1931,0.736510791366906
"976","Sandy",10353,68246,0.736561533861754
"977","Pilar",753,4965,0.736621196222455
"978","Simcha",1220,185,0.736654804270463
"979","Alexsis",190,1253,0.736659736659737
"980","Elzie",3839,582,0.73671115132323
"981","Dorsey",5395,817,0.736960721184804
"982","Maddix",1059,160,0.737489745693191
"983","Scottie",10438,1572,0.738218151540383
"984","Rylan",22707,3419,0.738268391640511
"985","Verne",5841,878,0.7386515850573
"986","Reagan",6022,40076,0.738730530608703
"987","Corry",2105,314,0.740388590326581
"988","Argie",146,979,0.740444444444444
"989","Lindell",2398,357,0.740834845735027
"990","Gwyn",298,2003,0.740982181660148
"991","Minh",1759,261,0.741584158415842
"992","Gwynn",133,897,0.741747572815534
"993","Karol",1346,9116,0.742687822596062
"994","Kaylan",612,4146,0.742749054224464
"995","Alvie",4014,591,0.743322475570033
"996","Corbyn",1850,272,0.74363807728558
"997","Halo",133,906,0.743984600577478
"998","Bliss",166,1131,0.74402467232074
"999","Carlis",1220,178,0.745350500715308
"1000","Murphy",6039,881,0.745375722543353
"1001","Camryn",3313,22776,0.746023228180459
"1002","Lucky",2972,432,0.746180963572268
"1003","Charleston",1896,274,0.747465437788018
"1004","Ora",5576,38851,0.748981475229027
"1005","Amoni",128,892,0.749019607843137
"1006","Aryn",341,2377,0.749080206033848
"1007","Anel",249,1737,0.749244712990937
"1008","Marque",977,140,0.749328558639212
"1009","Raye",306,2139,0.749693251533742
"1010","Coty",5386,768,0.750406239844004
"1011","Kameron",27247,3876,0.750923754136812
"1012","Cairo",1034,147,0.751058425063506
"1013","Paiton",153,1077,0.751219512195122
"1014","Lesley",4783,33720,0.751551827130353
"1015","Freddie",72345,10241,0.751991863027632
"1016","Tobi",392,2776,0.752525252525253
"1017","Oris",1655,232,0.754107048224695
"1018","Micah",78484,10992,0.754302829809111
"1019","Koren",212,1514,0.754345307068366
"1020","Cameo",206,1472,0.754469606674613
"1021","Edan",1059,148,0.754763877381939
"1022","Zen",982,137,0.755138516532618
"1023","Little",1563,218,0.755193711398091
"1024","Cherokee",322,2309,0.755226149752946
"1025","Breckin",918,128,0.755258126195029
"1026","Kamren",3127,436,0.75526241930957
"1027","Breon",2082,290,0.755480607082631
"1028","Monnie",258,1855,0.75579744439186
"1029","Teal",193,1389,0.756005056890013
"1030","Mychal",1909,265,0.756209751609936
"1031","Adrain",4103,569,0.756421232876712
"1032","Taytum",184,1327,0.756452680344143
"1033","Jordon",13121,1818,0.75661021487382
"1034","Alijah",7015,969,0.757264529058116
"1035","Braedyn",1811,250,0.757399320718098
"1036","Skye",2233,16266,0.758581544948375
"1037","Mallie",407,2967,0.758743331357439
"1038","Noor",630,4596,0.758897818599311
"1039","Donie",131,956,0.758969641214351
"1040","Zhane",248,1817,0.759806295399516
"1041","Ren",1248,170,0.760225669957687
"1042","Stacy",22069,162162,0.760420341853434
"1043","Simmie",1176,160,0.760479041916168
"1044","Dory",124,913,0.760848601735776
"1045","Zephaniah",1872,254,0.761053621825023
"1046","Kylan",5267,714,0.761243939140612
"1047","Torrance",3335,452,0.761288618959599
"1048","Charle",931,126,0.76158940397351
"1049","Palmer",7220,969,0.763341067285383
"1050","Quincy",22977,3083,0.763392171910975
"1051","Merrell",1157,155,0.763719512195122
"1052","Grey",2732,365,0.76428802066516
"1053","Logen",1138,152,0.764341085271318
"1054","Kelley",6122,45856,0.764438801031206
"1055","Greysen",1012,135,0.76460331299041
"1056","Kym",173,1297,0.764625850340136
"1057","Mischa",180,1350,0.764705882352941
"1058","Jodie",3581,27015,0.76591711334815
"1059","Legend",2461,326,0.76605669178328
"1060","Jewel",5124,38772,0.766539092400219
"1061","Azure",185,1405,0.767295597484277
"1062","Reyes",5404,711,0.767457072771872
"1063","Jaycee",999,7611,0.76794425087108
"1064","Jaylen",29615,3884,0.768112480969581
"1065","Jules",8251,1076,0.769272006004074
"1066","Fay",4117,31647,0.769768482272676
"1067","Deven",9953,1294,0.769894194007291
"1068","Danyell",324,2500,0.770538243626062
"1069","Saxon",1075,139,0.771004942339374
"1070","Clarke",3458,447,0.771062740076825
"1071","Estell",547,4232,0.771081816279556
"1072","Rilee",318,2464,0.771387491013659
"1073","Destin",4763,613,0.771949404761905
"1074","Ezell",3199,411,0.772299168975069
